meshWidths,0.125,0.0625,0.03125,0.015625,0.0078125,0.00390625,0.001953125
dna_gaussian,0.0014856158326845635,0.0030462148262187924,0.006699405647907402,0.0143810651401058,0.034019290575757664,0.061487982199061667,0.208974541257182
dna_matern,0.001641064588120208,0.002954653943097224,0.006056826607184458,0.014455559127219061,0.03837411880670114,0.06118322847997785,0.20134839038061822
dna_exponential,0.0015446270862128607,0.002941982658766226,0.00664071655399165,0.012560102518461607,0.038968498096801404,0.06094969649724683,0.19832646265793588
ce_gaussian,8.688007571670486e-05,0.00013249153116852015,inf,inf,inf,inf,inf
ce_matern,8.055335357812195e-05,0.00013173322121977818,0.0003155622442511895,0.0009827516473199694,0.007137087384363764,inf,inf
ce_exponential,7.803178049068475e-05,0.00024401892542059894,0.00044263898831281025,0.0009874057153725659,0.005132920644087058,0.030018585743605424,0.386233826098432
aCE_gaussian,8.068870800960638e-05,0.00013257463751056744,0.0002966331669941235,0.0010174252363079192,0.006595659907818736,0.025334556047108547,0.10929324493924736
aCE_matern,8.67404901690022e-05,0.00013291161009355195,0.00031306258480553935,0.0009892094404626564,0.005622299595513016,0.03468364208872233,0.08490745838604997
aCE_exponential,7.83997233120824e-05,0.0001460349380273073,0.0003381443484220417,0.000982250440360142,0.004532320439611378,0.03396020374215875,0.10147042093743137
