problemSize,64.0,256.0,1024.0,4096.0,16384.0,65536.0,262144.0,1048576.0,4194304.0
dna,0.005035326599999981,0.012928019199999976,0.04928,0.195712,0.783488,3.138688,12.567708,50.30006,201.262236
aCE,0.02202,0.075268,0.280068,0.811916,3.195816,12.682152,50.529192,201.720744,806.093736
ce_gaussian,0.022020352600000043,0.075268,inf,inf,inf,inf,inf,inf,inf
ce_matern_6,0.02202,0.075268,0.280068,0.811916102400001,14.310312,inf,inf,inf,inf
ce_matern_2,0.02202,0.075268,0.280068,0.811916,3.195816,16.036776,113.542056,453.575592,inf
ce_exponential,0.02202,0.075268,0.280068,0.811916,3.195816,12.682152,57.029544,291.896232,inf
