dna_gaussian_cost,0.0014772509913891548,0.002964197996910666,0.006108500303095227,0.012621097831800565,0.03518452222552145,0.06378818371058455,0.19525187781127162
dna_gaussian_maxError,0.09472569963761013,0.015416870423698985,0.013132013571748424,0.015717518083743998,0.024290516142067786,0.01382150120257264,0.01571296822801549
dna_matern_cost,0.0014721484205685595,0.002967299233796075,0.006123865938559181,0.012767516763228895,0.035146370802586785,0.06407367293620504,0.19608915381380354
dna_matern_maxError,0.13526506758847023,0.01521104361481207,0.011279620400255952,0.016779880723047036,0.015695717663644027,0.013669119002678531,0.020807780643215756
dna_exponential_cost,0.0014669810947030859,0.0029586335106752733,0.006139023327594617,0.012732444262132018,0.03520461781970227,0.06337488374435303,0.19844914057562105
dna_exponential_maxError,0.4094579217036203,0.19775569683099248,0.10456833398264165,0.06176067503030247,0.03946873615163893,0.025166692459908102,0.02235894735649202
aCE_gaussian_cost,7.7733197600868e-05,0.00013211737321698017,0.0002991594460006435,0.0010414268780541407,0.0048895761032324864,0.028465879580523233,0.0932144257255778
aCE_gaussian_maxError,0.08690326037559126,0.04793483773718504,0.03430067240908741,0.017038730147448722,0.022421891683090833,0.017651533928275454,0.012972329663920017
aCE_matern_cost,7.730974890030624e-05,0.00013144449665215423,0.0003007608904440252,0.001033297987573218,0.005445595592779889,0.029105100820223294,0.09051238831493755
aCE_matern_maxError,0.07427214270995924,0.0405919136151498,0.02503315135902412,0.01637514691153963,0.0128349376398558,0.014045820204475756,0.016058159222928303
aCE_exponential_cost,7.816996248621028e-05,0.00013195987493771355,0.0002989981963401923,0.0010369737976536767,0.005443259205902456,0.030655274992172965,0.10048062374684096
aCE_exponential_maxError,0.04121920488447628,0.03356811723752656,0.021116807179289432,0.019727787430035323,0.017117906160248886,0.018079482028094285,0.017185019277338953
